Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Svalbard and Jan Mayen Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,65075,66536,70209,72132,75243,76125,79085,79016,78978,78187,75305,73492,70957,68188,65512,65570,66363,70099,NA,NA
Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64975,66533,64403,NA,62387,61941,NA,NA
Syrian Arab Republic,60582,62592,65218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,48479,50026,50337,54693,61998,59922,60692,61186,61585,59446,60334,67698,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,NA,169402,172948,NA,NA,NA,208812,227929,222799,NA,NA,NA,NA,NA,229937,240005,246711,240251,241484,NA
Timor-Leste,NA,1589,1787,1700,2644,3160,NA,NA,2444,NA,4415,4441,NA,NA,NA,NA,NA,5492.27607,5869.74237,NA
Togo,8203,NA,NA,10513,11029,13259,11067,11518,NA,NA,NA,20798,NA,NA,NA,NA,NA,NA,NA,NA
Tokelau,11,15,15,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tonga,993,1021,1012,NA,NA,NA,NA,982,987,981,993,1021,NA,1116,1116,1086,NA,NA,NA,NA
Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,58132,60708,58278,NA,68834,71882,73891,78461,82981,86727,87585,84562,NA,NA,NA,NA,NA,87483,87280,NA
Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432297,524654,559445,594443,NA,657390,NA,NA
Turkmenistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,130,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,210,NA,NA,230,NA
Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,134,NA,126,NA
Uganda,NA,NA,NA,NA,39661,40177,45542,55861,59881,68215,66091,49322,41467,66666,63957,NA,NA,NA,NA,NA
Ukraine,389387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340062,330532,324041,323949,NA
United Arab Emirates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46237,NA,NA,NA
United Kingdom of Great Britain and Northern Ireland,353098,361610,356499,361200,372888,387532,368475,378882,375385,NA,NA,NA,NA,409477.9868,414227,412358.73,392953.25,384284.2037,NA,NA
United Republic of Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82810,NA,113409,112223,102982,NA
United States of America,NA,NA,NA,NA,NA,1634890,NA,NA,NA,NA,1758269,1671040,1645042,1639621.911,1638605.69,1661375,NA,1694959,NA,NA
United States Virgin Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,20778,22454,NA,23193,NA,22122,20964,21369,22315,23216,25390,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,310043,315439,318366,329692,334461,339315,348445,352001,357560,367224,342064,329168,337652,358956,374549,370507,374585,376861,373767,NA
Vanuatu,423,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA
Venezuela (Bolivarian Republic of),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viet Nam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wallis and Futuna Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Sahara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yemen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zimbabwe,34163,35416,31957,33964,NA,NA,NA,NA,NA,NA,NA,NA,41759,42585,NA,NA,NA,NA,NA,NA
Sustainable Development Goal Regions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
  World,25485695.75,25538230.6,26289727.93,27138207.99,27687509.6,28494411.95,29182754.23,30191869.13,31157535.36,31724892.57,32336434.32,32605386.13,32795750.94,32454216.83,32967905.42,33478747.24,34320504.3,34728185.43,34984015.27,NA
  Landlocked Developing Countries,1248142.304,1278284.546,1321391.914,1350861.407,1394017.394,1419523.105,1457275.944,1488433.031,1523647.1,1554053.428,1568975.349,1580732.657,1625555.909,1704399.544,1748423.408,1781370.852,1864804.939,1909731.984,1909179.565,NA
  Least Developed Countries,937312.8754,1004533.313,1093724.467,1165495.774,1252839.835,1359214.578,1415247.491,1498177.001,1550355.833,1681350.173,1801617.068,1869612.363,1964659.994,2105091.324,2203128.389,2348132.87,2483430.773,2576385.478,2603196.289,NA
  Small Island Developing States,210032.2425,224415.3402,234504.729,242774.2752,255132.5936,263017.1375,269410.4816,272560.8296,277118.4357,274671.9652,280889.8655,282727.894,289223.8284,298669.846,305971.6933,299974.9439,300424.0561,302720.8744,302577.8474,NA
  Africa (Sub-Saharan) ,889359.1561,962186.8869,1008731.911,1081714.082,1116528.072,1171631.941,1298736.3,1401904.442,1579346.528,1730942.984,1868065.53,2181864.563,2101994.654,2457536.771,2516158.443,2668722.278,2636861.791,2727660.769,2781763.783,NA
  Western Asia and Northern Africa,1990174.745,2092459.606,2140812.33,2253294.713,2283672.042,2332890.712,2411702.675,2503159.701,2566277.274,2684879.784,2753512.797,2858212.887,2888848.691,2944049.218,2943526.686,2992711.467,3055657.198,3130456.402,3183362.452,NA
  Africa (Northern),916033.5281,947714.5459,944072.6958,957341.6295,976949.7841,993038.8577,1013005.045,1037330.215,1081583.114,1147883.986,1161758.863,1212378.046,1221373.741,1216728.323,1201362.281,1204953.819,1213431.003,1226415.237,1255589.876,NA
  Asia (Western),1074141.217,1144745.06,1196739.634,1295953.083,1306722.258,1339851.855,1398697.63,1465829.487,1484694.161,1536995.798,1591753.934,1645834.842,1667474.951,1727320.895,1742164.405,1787757.648,1842226.195,1904041.165,1927772.576,NA
  Asia (Central and Southern),3883856.688,3974364.216,4234777.379,4436427.738,4571690.315,4949489.579,5235657.191,5585291.585,5980544.674,6211477.13,6446418.529,6583104.912,6875212.846,6164572.645,6440464.629,6511495.094,7130221.308,7318366.475,7330271.194,NA
  Asia (Central),728883.0699,742600.616,752539.0582,774535.441,790394.6383,793090.5202,799700.1983,795401.7707,791813.2923,782989.7542,747341.7206,732624.7301,741123.9774,755681.8167,778494.858,784381.5652,825414.1646,840163.8792,834884.1706,NA
  Asia (Southern),3154973.619,3231763.6,3482238.321,3661892.297,3781295.676,4156399.059,4435956.993,4789889.814,5188731.382,5428487.376,5699076.808,5850480.182,6134088.868,5408890.829,5661969.771,5727113.529,6304807.144,6478202.596,6495387.024,NA
  Asia (Eastern and South-eastern),7571320.6,7424202.053,7759739.24,8141979.562,8461701.817,8737436.882,9100481.41,9669758.362,9901242.566,9983133.195,10133678.34,9955823.119,9939140.938,9775470.258,9843748.006,10046288.62,10169114.44,10212933.22,10331408.89,NA
  Asia (Eastern),5740017.509,5545001.715,5776403.39,6125295.65,6381602.481,6499984.958,6763981.402,7223005.269,7349470.723,7395437.647,7435141.107,7469977.176,7593888.652,7276307.982,7260611.486,7280889,7268004.235,7312354.585,7302098.446,NA
  Asia (South-eastern),1831303.091,1879200.339,1983335.85,2016683.911,2080099.336,2237451.923,2336500.008,2446753.093,2551771.843,2587695.548,2698537.23,2485845.944,2345252.286,2499162.276,2583136.521,2765399.616,2901110.201,2900578.64,3029310.448,NA
  Latin America and the Caribbean,3171791.049,3074788.874,3128172.52,3263674.862,3383007.452,3470066.61,3345567.587,3242575.531,3420599.216,3465242.337,3548968.726,3614203.483,3659291.085,3743816.654,3894102.702,3905913.179,3919150.29,3888982.373,3856539.641,NA
  Oceania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
  Oceania (Australia/New Zealand),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
  Oceania (excl. Australia/New Zealand),17655.85425,18857.6577,19788.29246,19107.73714,19968.51641,20178.20154,20631.44865,21404.7475,23091.51753,23274.18114,23672.53458,24298.67565,26226.78165,26486.76775,26669.14338,27262.96063,26956.84306,27329.42417,NA,NA
  Northern America and Europe,7785384.416,7805316.882,7807173.195,7745222.394,7644343.745,7610116.049,7578846.073,7566391.987,7483969.819,7425064.617,7368676.495,7190894.671,7104796.009,7143203.918,7105780.837,7131418.156,7194658.074,7234587.201,7282369.788,NA
  Europe,6103869.232,6147604.196,6112581.897,6008856.171,5891249.779,5836133.717,5758495.965,5726166.417,5623677.274,5526117.891,5470656.541,5381739.143,5313623.39,5359302.211,5324795.619,5328880.363,5368190.266,5397883.151,5433960.339,NA
  Northern America ,1681515.185,1657712.686,1694591.298,1736366.223,1753093.966,1773982.332,1820350.109,1840225.57,1860292.545,1898946.726,1898019.954,1809155.528,1791172.619,1783901.706,1780985.218,1802537.793,1826467.808,1836704.05,1848409.449,NA
UIS Regions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
  World,25485695.75,25538230.6,26289727.93,27138207.99,27687509.6,28494411.95,29182754.23,30191869.13,31157535.36,31724892.57,32336434.32,32605386.13,32795750.94,32454216.83,32967905.42,33478747.24,34320504.3,34728185.43,34984015.27,NA
  Arab States,1427718.86,1483187.772,1518004.302,1619023.768,1671396.876,1727062.272,1788520.467,1864349.233,1934908.069,2025677.305,2072950.938,2161190.707,2202813.632,2173479.543,2137924.959,2152089.855,2172397.63,2209768.251,2262633.131,NA
  Central and Eastern Europe,3511948.977,3533383.019,3508553.766,3412554.051,3278263.931,3156323.545,3138644.162,3083071.922,2988702.672,2942832.825,2911402.964,2911695.595,2887647.117,2954217.369,2962217.285,2999060.666,3022913.81,3087989.841,3116039.632,NA
  Central Asia,970580.9459,986970.2595,989822.1327,1015131.285,1017680.888,1022547.783,1029886.411,1026734.584,1017317.474,1009416.962,967834.5316,944760.4081,949106.9349,956475.3614,977500.2376,981815.5264,1043268.177,1055416.408,1046658.171,NA
  East Asia and the Pacific,7753788.693,7617204.135,7957150.598,8343338.2,8673605.971,8945076.062,9296037.399,9875230.837,10108284.54,10188112.08,10331749.24,10155249.2,10144500.25,9980562.024,10046964.12,10247612.06,10362202.64,10406423.21,10528474.41,NA
  Latin America and the Caribbean,3172412.923,3075433.874,3128823.52,3264361.862,3383707.452,3470748.61,3346314.587,3243341.066,3421383.472,3466046.473,3549793.726,3614873.483,3659952.085,3744601.654,3894924.702,3906551.179,3919822.29,3889599.713,3857146.288,NA
  North America and Western Europe,4608083.46,4651803.237,4700047.383,4744171.773,4768997.488,4848576.467,4853401.907,4911755.662,4924040.933,4938573.354,4940934.511,4791177.418,4722551.974,4786040.924,4778039.898,4803985.141,4868392.819,4884410.641,4907611.83,NA
  South and West Asia,3154973.619,3231763.6,3482238.321,3661892.297,3781295.676,4156399.059,4435956.993,4789889.814,5188731.382,5428487.376,5699076.808,5850480.182,6134088.868,5408890.829,5661969.771,5727113.529,6304807.144,6478202.596,6495387.024,NA
  Sub-Saharan Africa,886188.2708,958484.7024,1005087.911,1077734.754,1112561.314,1167678.155,1293992.3,1397496.007,1574166.821,1725746.204,1862691.599,2175959.138,2095090.079,2449949.126,2508364.443,2660519.278,2626699.791,2716374.769,2770064.783,NA
  Small Island Developing States,192073.7,205902.9819,215399.734,223021.0649,234581.508,241648.0918,247174.6398,249489.7769,253033.7672,249498.8436,255177.1766,260211.6672,270231.6875,278338.6987,291099.9406,285730.7499,287129.9219,290211.2923,290652.9983,NA
World Bank Income Groups,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
  Low income countries,682715.9877,724142.6985,775105.8824,861266.6031,925040.7135,984111.654,1050803.935,1128477.997,1208976.504,1298154.239,1396386.841,1494035.906,1553745.402,1607121.995,1631576.99,1692378.606,1747553.229,1804472.765,1832463.741,NA
  Lower middle income countries,6116425.222,6304220.523,6658755.495,6929348.67,7093661.305,7642482.156,8093539.201,8590972.535,9217703.281,9562148.686,9991413.49,10182559.09,10266179.21,10022688.03,10318322.17,10650123.66,11298577.06,11482135.27,11680605.71,NA
  Middle income countries,18136245.18,18089705.13,18719675.83,19409132.52,19831969.48,20464812.5,21081509.8,21945799.35,22816303.93,23264941.87,23759320.17,24009598.91,24185480.6,23706698.69,24228866.01,24655952.21,25386381.2,25722193.21,26018580.87,NA
  Upper middle income countries,12019819.95,11785484.61,12060920.33,12479783.85,12738308.18,12822330.34,12987970.6,13354826.81,13598600.65,13702793.19,13767906.68,13827039.82,13919301.39,13684010.66,13910543.85,14005828.56,14087804.15,14240057.94,14337975.15,NA
  High income countries,6666475.584,6724134.771,6794664.226,6867518.039,6930214.742,7045208.102,7050140.614,7117287.656,7131946.519,7161491.27,7180424.93,7101430.451,7056197.957,7140077.342,7107143.622,7130092.688,7186257.983,7201203.855,7132651.957,NA
